timestamp,laplacian_variance,blur_bool,entropy,brightness,contrast,brightness_contrast_ratio,disparity_mean,disparity_var,disparity_std,disparity_min,disparity_max,w_x,d_wx,w_y,d_wy,w_z,d_wz,w,d_w,a_x,d_ax,a_y,d_ay,a_z,d_az,a,d_a,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,d_vx,v_y,d_vy,v_z,d_vz,v,d_v
1.40E+18,81.97994845,TRUE,6.572288,103.5752826,71.78808548,1.4427921,3.827031389,121.0691303,11.00314184,0,111,-0.220609617,0.06562438,0.116587994,0.191986218,0.396538806,0.036302848,0.468512954,0.206114444,13.29618296,2.4516625,-0.809048625,0.53936575,-4.960530458,0.416782625,14.21442589,2.544655612,-2.19174,2.804427,1.277549,0.364872,-0.69931,-0.435406,-0.433885,0.121056,0.05222,0.895592,0.021914,-0.158126,0.009233,0.917465758,0.05737944
1.40E+18,61.82957451,TRUE,6.631643,84.74411846,68.36902289,1.239510452,4.952023597,193.7552431,13.91959924,0,111,-0.169646003,0.050963614,0.104021623,0.012566371,0.271573232,0.124965574,0.33667831,0.13554187,12.87940033,0.416782625,1.528202958,2.337251583,-4.6091255,0.351404958,13.76438866,2.399987118,-2.184091,2.848675,1.270689,0.366128,-0.702263,-0.427166,-0.436241,0.18521,0.064154,0.874816,0.020776,-0.126069,0.032057,0.903049927,0.074666118
1.40E+18,56.57352074,TRUE,6.6234655,86.40433843,69.53637054,1.242577629,4.878790759,185.7725906,13.62984192,0,111,-0.254119939,0.084473936,0.36512288,0.261101256,0.068416907,0.203156325,0.450080586,0.341441363,11.33485296,1.544547375,0.858081875,0.670121083,-5.115802417,0.506676917,12.46541738,1.7582407,-2.172681,2.892332,1.265869,0.365042,-0.701155,-0.421445,-0.444422,0.264782,0.079572,0.868384,0.006432,-0.076345,0.049724,0.911059185,0.094050784
1.40E+18,53.27799132,TRUE,6.627069,89.22338763,71.15113785,1.253998043,5.133333506,201.865434,14.2079356,0,111,-0.439822972,0.185703032,0.566882941,0.201760062,-0.260403124,0.328820031,0.763289134,0.428153421,11.44109167,0.106238708,0.220649625,0.63743225,-5.630651542,0.514849125,12.75348978,0.826242191,-2.1574,2.934639,1.263337,0.36348,-0.695757,-0.415654,-0.459391,0.340642,0.07586,0.830944,0.03744,-0.038126,0.038219,0.898865115,0.092828795
1.40E+18,55.93861409,TRUE,6.600911,95.01526485,73.40380916,1.294418722,5.609079434,217.6136173,14.75173269,0,111,-0.546637122,0.10681415,0.462861318,0.104021623,-0.44331363,0.182910506,0.842365548,0.235978842,9.389867375,2.051224292,-0.988837208,1.209486833,-4.837947333,0.792704208,10.6091066,2.509732945,-2.13903,2.974754,1.262089,0.355227,-0.687671,-0.413725,-0.479333,0.38801,0.047368,0.781117,0.049827,-0.017611,0.020515,0.872356392,0.071744844
1.40E+18,57.86815038,TRUE,6.6098123,96.56449191,73.66131077,1.310925517,5.674566607,211.8218479,14.55410072,0,111,-0.50893801,0.037699112,0.467050108,0.00418879,-0.439822972,0.003490659,0.81890045,0.038091386,4.936013833,4.453853542,0.286027292,1.2748645,-2.141118583,2.69682875,5.387989696,5.360501485,-2.119408,3.012489,1.261365,0.344834,-0.679771,-0.412283,-0.499027,0.394461,0.006451,0.730693,0.050424,-0.015402,0.002209,0.830511266,0.050882953
1.40E+18,56.36035008,TRUE,6.6422577,96.443207,72.8440002,1.323969122,5.679469159,211.8665894,14.55563772,0,111,-0.533372619,0.02443461,0.350462114,0.116587994,-0.227590934,0.212232037,0.67757485,0.243376762,7.60015375,2.664139917,-0.563882375,0.849909667,-2.533384583,0.392266,8.031085718,2.823802499,-2.099997,3.046592,1.259319,0.334123,-0.67602,-0.409757,-0.513285,0.382008,0.012453,0.645498,0.085195,-0.041665,0.026263,0.751221507,0.090016723
1.40E+18,57.3847747,TRUE,6.6926427,92.50944703,70.82715259,1.306129693,6.355029124,216.7845876,14.72360647,0,111,-0.428652864,0.104719755,0.185004901,0.165457213,-0.086568331,0.141022604,0.474830672,0.241308291,9.013945792,1.413792042,-0.588399,0.024516625,-3.252538917,0.719154333,9.600856291,1.586376991,-2.081232,3.077772,1.257225,0.325855,-0.673505,-0.405587,-0.525081,0.365049,0.016959,0.600377,0.045121,-0.049147,0.007482,0.704364069,0.048780044
1.40E+18,61.91385983,TRUE,6.707412,91.8191711,69.90310493,1.31352064,6.537127036,223.9866375,14.96618313,0,111,-0.351160246,0.077492619,-0.087964594,0.272969495,-0.057246799,0.029321531,0.366508505,0.285266898,8.3356525,0.678293292,-0.947976167,0.359577167,-1.994018833,1.258520083,8.623101097,1.474194807,-2.063827,3.106415,1.25476,0.319496,-0.67326,-0.401805,-0.532163,0.331013,0.034036,0.549631,0.050746,-0.054069,0.004922,0.643884539,0.061301157
1.40E+18,65.28005213,TRUE,6.7031217,92.11076297,70.16807805,1.31271606,6.338548593,215.6930994,14.68649377,0,111,-0.231779725,0.119380521,-0.185004901,0.097040306,0.195476876,0.252723676,0.355189897,0.295867852,7.028099167,1.307553333,-0.776359792,0.171616375,-2.30456275,0.310543917,7.436929601,1.354837785,-2.048029,3.132509,1.252548,0.314492,-0.674831,-0.398694,-0.535482,0.299893,0.03112,0.494615,0.055016,-0.052668,0.001401,0.580821597,0.063223235
1.40E+18,69.25065885,TRUE,6.669756,95.07479776,71.2418239,1.334536268,6.090830355,209.1456631,14.46186928,0,111,-0.07819075,0.153588974,-0.259704993,0.074700092,0.265290046,0.06981317,0.379393312,0.184508958,4.486542375,2.541556792,0.964320583,1.740680375,-0.310543917,1.994018833,4.599501516,3.669549046,-2.03406,3.156171,1.249833,0.312953,-0.681,-0.394816,-0.531432,0.260377,0.039516,0.453324,0.041291,-0.052305,0.000363,0.525389992,0.057154114
1.40E+18,65.38046356,TRUE,6.6585035,93.82581727,70.99295505,1.321621521,5.880652115,203.3144576,14.25883788,0,111,-0.056548668,0.021642083,-0.272969495,0.013264502,0.325329373,0.060039326,0.428426537,0.065184718,8.082314042,3.595771667,1.111420333,0.14709975,-3.129955792,2.819411875,8.738173647,4.571684103,-2.021429,3.177676,1.246374,0.309791,-0.688535,-0.393263,-0.524686,0.236734,0.023643,0.401211,0.052113,-0.091924,0.039619,0.474829733,0.069601878
1.40E+18,68.71818548,TRUE,6.6387167,92.73382646,70.80868367,1.309639181,5.452956526,184.3500399,13.57755648,0,111,-0.00837758,0.048171087,-0.334405085,0.06143559,0.378387382,0.053058009,0.505048468,0.094392466,12.78133383,4.699019792,-1.168625792,2.280046125,-4.584608875,1.454653083,13.62889648,5.421753676,-2.0101,3.196835,1.241484,0.31079,-0.696424,-0.389804,-0.516195,0.223,0.013734,0.367147,0.034064,-0.108501,0.016577,0.443055738,0.040296101
1.40E+18,73.85563149,TRUE,6.595229,95.09751219,71.61604836,1.327879915,5.193667581,170.5267619,13.05858958,0,111,0.042586034,0.050963614,-0.014660766,0.319744319,0.411199572,0.03281219,0.413658792,0.325438718,6.635833167,6.145500667,-0.196133,0.972492792,-1.176798,3.407810875,6.742225412,7.094088781,-1.99881,3.214575,1.235166,0.312475,-0.702053,-0.386804,-0.509769,0.230231,0.007231,0.341041,0.026106,-0.1438,0.035299,0.435882687,0.044495281
1.40E+18,74.70983151,TRUE,6.5779066,95.18217254,71.94101131,1.323058584,5.023612381,166.7811246,12.91437666,0,111,0.054454273,0.011868239,0.122173048,0.136833813,0.309272343,0.101927228,0.336958312,0.171036568,11.09785892,4.46202575,-0.269682875,0.073549875,-3.8245935,2.6477955,11.74149551,5.189017671,-1.986923,3.231174,1.22754,0.316845,-0.704524,-0.382506,-0.506898,0.241767,0.011536,0.319819,0.021222,-0.152748,0.008948,0.429030799,0.025758868
1.40E+18,75.05682435,TRUE,6.5690527,96.21271886,72.61603547,1.324951414,5.124033826,171.0400928,13.07822973,0,111,0.050265482,0.00418879,0.175231057,0.053058009,0.245742359,0.063529985,0.305976876,0.082877966,8.401030167,2.69682875,0.457643667,0.727326542,-4.118793,0.2941995,9.367561121,2.808637134,-1.974711,3.246173,1.219284,0.322622,-0.703504,-0.378099,-0.507975,0.246451,0.004684,0.28077,0.039049,-0.180547,0.027799,0.414930244,0.048161693
1.40E+18,73.62168989,TRUE,6.583858,94.26887467,72.47966501,1.300625143,5.186909041,173.7107144,13.17993605,0,111,0.016755161,0.033510322,0.301592895,0.126361838,0.13962634,0.106116019,0.332767974,0.168377151,9.626861417,1.22583125,-0.809048625,1.266692292,-4.175998458,0.057205458,10.52473199,1.763645112,-1.962243,3.258833,1.210293,0.326859,-0.700486,-0.375093,-0.511653,0.254413,0.007962,0.221615,0.059155,-0.16975,0.010797,0.377695969,0.060657091
1.40E+18,72.67937844,TRUE,6.583916,95.39380541,73.01874409,1.306429008,5.478502985,178.7902098,13.37124563,0,111,0.048171087,0.031415927,0.291819051,0.009773844,0.048869219,0.090757121,0.299778273,0.096536747,7.10982125,2.517040167,-1.307553333,0.498504708,-1.397447625,2.778550833,7.362887599,3.782108258,-1.949424,3.268477,1.201999,0.330098,-0.696243,-0.373348,-0.516618,0.256955,0.002542,0.166865,0.05475,-0.155067,0.014683,0.343388373,0.056741649
1.40E+18,70.66117547,TRUE,6.592055,96.15496454,73.18792176,1.313809195,5.525614161,179.9959673,13.41625757,0,111,-0.015358897,0.063529985,0.329518163,0.037699112,-0.035604717,0.084473936,0.331791819,0.112219106,5.949367667,1.160453583,0.890770708,2.198324042,-1.217659042,0.179788583,6.137682106,2.492309179,-1.936675,3.275249,1.194805,0.332635,-0.691944,-0.372625,-0.521266,0.253174,0.003781,0.096084,0.070781,-0.114866,0.040201,0.294148614,0.081488443
1.40E+18,74.70619623,TRUE,6.6045313,96.4465758,73.07034486,1.319914063,5.718551225,180.0487671,13.41822519,0,111,0.013962634,0.029321531,0.182910506,0.146607657,-0.097040306,0.06143559,0.207528382,0.161641236,8.253930417,2.30456275,-0.449471458,1.340242167,-1.144109167,0.073549875,8.344961216,2.66695859,-1.924342,3.278148,1.189026,0.332772,-0.687994,-0.373734,-0.525595,0.245997,0.007177,0.026887,0.069197,-0.110009,0.004857,0.270812509,0.069737541
1.40E+18,74.64507171,TRUE,6.611453,96.3470246,72.85391923,1.322468655,5.630998414,172.0434354,13.1165329,0,111,-0.03281219,0.046774824,-0.003490659,0.186401164,-0.182212374,0.085172067,0.185176061,0.210208371,9.275456458,1.021526042,0.286027292,0.73549875,-3.865454542,2.721345375,10.05274306,2.998365307,-1.912229,3.277603,1.184411,0.331548,-0.684227,-0.376277,-0.529458,0.236734,0.009263,-0.050335,0.077222,-0.083928,0.026081,0.256165002,0.082032061
1.40E+18,70.47724233,TRUE,6.6161814,95.74773936,72.40185592,1.322448688,5.589719429,169.6920494,13.02659009,0,111,-0.111701072,0.078888882,-0.068416907,0.064926248,-0.240157305,0.057944931,0.273557186,0.117458454,10.21526042,0.939803958,-0.073549875,0.359577167,-3.816421292,0.04903325,10.90513762,1.007438077,-1.900811,3.273137,1.180956,0.327404,-0.681241,-0.37966,-0.533457,0.219128,0.017606,-0.127679,0.077344,-0.06393,0.019998,0.261545507,0.081804557
1.40E+18,63.13169137,TRUE,6.623373,94.14143949,71.3365608,1.319680097,5.431762176,167.9575039,12.95984197,0,111,-0.207345115,0.095644043,-0.162664686,0.09424778,-0.177325452,0.062831853,0.317641485,0.148250695,12.10304054,1.887780125,0.073549875,0.14709975,-5.336452042,1.52003075,13.22749864,2.428136244,-1.890012,3.265086,1.17775,0.319942,-0.680253,-0.38305,-0.536811,0.208311,0.010817,-0.196252,0.068573,-0.077823,0.013893,0.296588502,0.070797452
1.40E+18,57.86106875,TRUE,6.6106114,92.14936281,70.30832441,1.31064655,5.288705639,168.9901435,12.9996209,0,111,-0.263195651,0.055850536,-0.123569311,0.039095375,-0.219911486,0.042586034,0.364557797,0.080382218,10.23977704,1.8632635,-0.163444167,0.236994042,-3.963521042,1.372931,10.98131353,2.326554658,-1.880275,3.253714,1.174238,0.310488,-0.681268,-0.385749,-0.539138,0.181166,0.027145,-0.256653,0.060401,-0.076379,0.001444,0.323304243,0.06623607
1.40E+18,56.53501054,TRUE,6.597107,90.8576352,69.65830086,1.30433321,5.456223162,180.8341959,13.44746057,0,111,-0.307177948,0.043982297,0.086568331,0.210137642,-0.077492619,0.142418867,0.328416616,0.257634246,7.583809333,2.655967708,0.04903325,0.212477417,-2.8439285,1.119592542,8.099660337,2.890120859,-1.871823,3.239444,1.170978,0.302259,-0.682134,-0.385579,-0.542828,0.154532,0.026634,-0.308152,0.051499,-0.057969,0.01841,0.34956859,0.060831284
1.40E+18,57.64041046,TRUE,6.5733023,93.13905419,69.91683774,1.332140543,5.334612042,185.4721379,13.61881558,0,111,-0.263893783,0.043284165,0.025830873,0.060737458,0.235270383,0.312763002,0.354484578,0.321532663,13.01832788,5.434518542,0.547537958,0.498504708,-4.470197958,1.626269458,13.7753159,5.694493048,-1.864848,3.222859,1.167676,0.298755,-0.68441,-0.380783,-0.545283,0.126094,0.028438,-0.352279,0.044127,-0.061331,0.003362,0.379159178,0.052604325
1.40E+18,57.29821267,TRUE,6.5766325,92.1024795,69.0443645,1.333960855,5.466385645,187.7167495,13.70097623,0,111,-0.240855437,0.023038346,0.09424778,0.068416907,0.339292007,0.104021623,0.426629876,0.126618074,7.681875833,5.336452042,0.0980665,0.449471458,-2.132946375,2.337251583,7.973098118,5.843157532,-1.859489,3.203902,1.163858,0.297432,-0.688501,-0.373292,-0.546035,0.09111,0.034984,-0.401116,0.048837,-0.091856,0.030525,0.421464829,0.067384779
1.40E+18,55.72701234,TRUE,6.588365,90.28920933,67.6766694,1.334126075,5.310468438,185.3254486,13.61342898,0,111,-0.227590934,0.013264502,-0.250629281,0.34487706,0.556410966,0.217118959,0.651310857,0.40774597,8.123175083,0.44129925,0.580226792,0.482160292,-2.034879875,0.0980665,8.394246403,0.66093919,-1.85562,3.182675,1.156944,0.297576,-0.696535,-0.364037,-0.542002,0.063865,0.027245,-0.445716,0.0446,-0.183415,0.091559,0.486191889,0.105425331
1.40E+18,61.35034327,TRUE,6.5832534,93.36603225,67.00256338,1.393469556,4.737766477,164.1135566,12.81068135,0,111,-0.20106193,0.026529005,-0.294611578,0.043982297,0.645073692,0.088662726,0.737117324,0.102466138,7.534776083,0.588399,0.73549875,0.155271958,-2.157463,0.122583125,7.87200455,0.620765162,-1.852964,3.159337,1.146367,0.29729,-0.707227,-0.354558,-0.534547,0.038489,0.025376,-0.483998,0.038282,-0.260499,0.077084,0.550994733,0.089729571
1.40E+18,58.22215781,TRUE,6.5953712,90.22045102,64.88946262,1.39037137,4.503238067,158.3730255,12.5846345,0,111,-0.249931149,0.048869219,-0.249233017,0.045378561,0.513824932,0.13124876,0.623376882,0.147219738,8.899534875,1.364758792,0.335060542,0.400438208,-1.920468958,0.236994042,9.110553637,1.441902734,-1.851,3.134231,1.131932,0.29634,-0.718466,-0.344901,-0.526341,0.036617,0.001872,-0.520246,0.036248,-0.324887,0.064388,0.614449565,0.073913709
1.40E+18,54.9094386,TRUE,6.588765,86.72260361,62.4352181,1.389001372,4.415792782,158.9628094,12.60804542,0,111,-0.260403124,0.010471976,-0.160570291,0.088662726,0.498466034,0.015358897,0.584859806,0.090590491,10.03547183,1.135936958,0.482160292,0.14709975,-2.778550833,0.858081875,10.4241795,1.431186785,-1.849017,3.107314,1.114237,0.293892,-0.729371,-0.336165,-0.518306,0.041567,0.00495,-0.556849,0.036603,-0.374358,0.049471,0.672274153,0.061738658
1.40E+18,106.340381,FALSE,6.8252597,120.8461658,63.87352563,1.89196016,3.584137439,129.2352098,11.36816651,0,111,-0.297404105,0.03700098,-0.092153385,0.068416907,0.420973416,0.077492619,0.523602964,0.109795499,8.515441083,1.52003075,0.065377667,0.416782625,-3.0400615,0.261510667,9.042067518,1.597682405,-1.846636,3.07837,1.094458,0.29066,-0.738092,-0.327872,-0.513068,0.05477,0.013203,-0.59509,0.038241,-0.423455,0.049097,0.732424739,0.063617676
1.40E+18,106.192124,FALSE,6.852672,118.1127161,61.9265152,1.907304419,3.655346853,132.9381379,11.52988022,0,111,-0.318348056,0.020943951,0.021642083,0.113795467,0.306479817,0.114493599,0.442429364,0.162778505,7.714564667,0.800876417,-0.040861042,0.106238708,-2.631451083,0.408610417,8.15111725,0.905346437,-1.84358,3.047693,1.07181,0.287472,-0.745478,-0.319788,-0.509273,0.077568,0.022798,-0.627472,0.032382,-0.466775,0.04332,0.785886001,0.058693825
1.40E+18,107.1203817,FALSE,6.875743,116.2883228,60.36725554,1.926347682,3.858107027,139.3079311,11.80287809,0,111,-0.325329373,0.006981317,-0.16824974,0.189891823,0.110304809,0.196175008,0.382510557,0.273115867,7.690048042,0.024516625,0.138927542,0.179788583,-2.0593965,0.572054583,7.962239238,0.600142855,-1.838931,3.015865,1.048246,0.282606,-0.750344,-0.314454,-0.50817,0.110793,0.033225,-0.650322,0.02285,-0.461842,0.004933,0.805289902,0.040624594
1.40E+18,148.8951148,FALSE,7.0257673,132.7393839,61.62201522,2.154090278,3.693127874,137.1009502,11.7090115,0,110.4375,-0.285535866,0.039793507,0.047472956,0.215722696,0.046774824,0.063529985,0.293210328,0.228376583,12.07035171,4.380303667,-1.037870458,1.176798,-5.009563708,2.950167208,13.10977856,5.410674662,-1.832751,2.982402,1.026093,0.275459,-0.75363,-0.311884,-0.508815,0.136646,0.025853,-0.685287,0.034965,-0.419481,0.042361,0.815018227,0.060707357
1.40E+18,148.4079814,FALSE,7.0287757,131.3266872,60.05329294,2.186835738,3.964184051,147.8669528,12.16005562,0,111,-0.346971455,0.06143559,-0.197571271,0.245044227,-0.305083553,0.351858377,0.502493356,0.433157388,13.10004996,1.02969825,0.14709975,1.184970208,-5.369140875,0.359577167,14.15841167,1.610505703,-1.825254,2.947608,1.006941,0.266419,-0.75601,-0.312603,-0.509658,0.170991,0.034345,-0.704048,0.018761,-0.323766,0.095715,0.793565329,0.103406554
1.40E+18,153.6639209,FALSE,7.0357256,130.2113946,58.71613675,2.217642403,4.552692646,164.9108284,12.84176111,0,111,-0.283441471,0.063529985,-0.258308729,0.060737458,-0.24644049,0.058643063,0.455845788,0.105660336,7.886181042,5.213868917,-0.465815875,0.612915625,-3.129955792,2.239185083,8.497379544,5.707367561,-1.816257,2.911983,0.992066,0.255396,-0.756615,-0.315693,-0.51249,0.186018,0.015027,-0.716396,0.012348,-0.275028,0.048738,0.789598839,0.052475485
1.40E+18,189.8637818,FALSE,7.1291256,141.6145778,59.31725704,2.387409413,4.653595793,163.8340593,12.79976794,0,111,-0.226194671,0.057246799,-0.22968533,0.0286234,-0.265988178,0.019547688,0.417934314,0.066922396,10.13353833,2.247357292,-0.171616375,0.2941995,-3.48136075,0.351404958,10.7162458,2.293611473,-1.80657,2.875951,0.980252,0.243608,-0.758552,-0.320795,-0.512198,0.198624,0.012606,-0.722995,0.006599,-0.204832,0.070196,0.777257622,0.071623575
1.40E+18,195.6355243,FALSE,7.1443534,140.0713985,57.56736793,2.433173576,4.804114376,165.6031756,12.86868974,0,110.3125,-0.197571271,0.0286234,-0.26668631,0.03700098,-0.285535866,0.019547688,0.437820426,0.050699937,8.466407833,1.6671305,1.005181625,1.176798,-2.852100708,0.629260042,8.990268636,2.135449797,-1.796201,2.840135,0.971449,0.232129,-0.761383,-0.326842,-0.509498,0.212537,0.013913,-0.708424,0.014571,-0.136857,0.067975,0.752174434,0.070897717
1.40E+18,198.5537344,FALSE,7.154106,138.5477366,55.78324464,2.483680135,4.774843819,162.0558685,12.7301166,0,111,-0.111701072,0.085870199,-0.276460154,0.009773844,-0.222005881,0.063529985,0.371744478,0.107262659,10.58300979,2.116601958,0.032688833,0.972492792,-2.4516625,0.400438208,10.86332425,2.363492509,-1.785397,2.80515,0.966399,0.222887,-0.765199,-0.331895,-0.504618,0.213787,0.00125,-0.692338,0.016086,-0.072519,0.064338,0.728214112,0.066330235
1.40E+18,202.3046985,FALSE,7.161355,136.9210633,54.12097409,2.529907593,4.558670109,152.2991967,12.34095607,0,110.375,-0.062831853,0.048869219,-0.356047167,0.079587014,-0.006981317,0.215024564,0.361616048,0.23443092,12.79767825,2.214668458,-0.531193542,0.563882375,-4.437509125,1.985846625,13.55559746,3.027590879,-1.773914,2.771883,0.964723,0.216172,-0.769383,-0.335886,-0.498499,0.240413,0.026626,-0.63983,0.052508,0.004351,0.07687,0.683520132,0.096824743
1.40E+18,202.3052388,FALSE,7.1622524,135.5861591,52.62760151,2.57633172,4.404269171,148.7828121,12.19765601,0,109,-0.117286126,0.054454273,-0.345575192,0.010471976,-0.084473936,0.077492619,0.37458523,0.095289223,10.1008495,2.69682875,0.277855083,0.809048625,-4.012554292,0.424954833,10.87221026,2.847460552,-1.761457,2.740961,0.966435,0.210235,-0.773484,-0.339311,-0.492333,0.264759,0.024346,-0.591132,0.048698,0.078581,0.07423,0.652464055,0.092056047
1.40E+18,211.3143256,FALSE,7.165768,134.7596299,51.57031733,2.613123922,4.408795642,147.6615388,12.15160643,0,110.375,-0.060737458,0.056548668,-0.064228116,0.281347075,-0.210835774,0.126361838,0.228617613,0.313562183,7.706392458,2.394457042,0.392266,0.114410917,-2.10842975,1.904124542,7.999239548,3.061405666,-1.747909,2.712697,0.971796,0.20372,-0.775807,-0.34387,-0.488238,0.281329,0.01657,-0.539242,0.05189,0.134383,0.055802,0.622885809,0.077980768
1.40E+18,253.3270934,FALSE,7.2207966,146.1529505,53.64913958,2.724236616,4.312703797,141.0721624,11.87738028,0,111,-0.107512282,0.046774824,-0.108908545,0.044680429,-0.265988178,0.055152404,0.306870775,0.085005956,10.61569863,2.909306167,-0.122583125,0.514849125,-4.699019792,2.590590042,11.60986093,3.929413284,-1.73311,2.687367,0.979501,0.197407,-0.774756,-0.349128,-0.488768,0.307182,0.025853,-0.472814,0.066428,0.167185,0.032802,0.588102613,0.078466732
1.40E+18,248.4347434,FALSE,7.222603,145.9599679,53.88732955,2.708613863,4.349368524,142.1736435,11.92365898,0,110.375,-0.151494579,0.043982297,0.245044227,0.353952772,-0.441917367,0.175929189,0.527530321,0.397703516,8.785123958,1.830574667,0.269682875,0.392266,-1.658958292,3.0400615,8.944454954,3.57027312,-1.717292,2.665334,0.988081,0.190296,-0.771133,-0.355564,-0.492664,0.326132,0.01895,-0.406036,0.066778,0.177841,0.010656,0.550322393,0.070227873
1.40E+18,245.3034582,FALSE,7.2189183,146.2229665,54.62062743,2.677064937,4.38813667,142.3332775,11.93035111,0,109,-0.136833813,0.014660766,0.13962634,0.105417887,-0.338593875,0.103323492,0.390979308,0.148336148,9.75761675,0.972492792,-0.351404958,0.621087833,-2.974683833,1.315725542,10.20702278,1.750036008,-1.700848,2.64703,0.997309,0.183565,-0.765457,-0.36195,-0.499374,0.331386,0.005254,-0.328675,0.077361,0.18565,0.007809,0.502304548,0.07793144
1.40E+18,238.6973647,FALSE,7.200584,143.1574745,55.08479221,2.598856577,4.47705788,140.406352,11.84931863,0,111,-0.09843657,0.038397244,0.425860337,0.286233997,-0.37350046,0.034906585,0.574934239,0.290899844,10.002783,0.24516625,-0.351404958,0,-4.690847583,1.71616375,11.05365117,1.733587179,-1.684365,2.632796,1.006955,0.17901,-0.75796,-0.367342,-0.508443,0.323662,0.007724,-0.24529,0.083385,0.188043,0.002393,0.447531501,0.083776159
1.40E+18,248.3998623,FALSE,7.187569,144.0197529,56.22576978,2.561454533,4.737452384,144.6589833,12.0274263,0,111,-0.053756141,0.044680429,0.374198592,0.051661746,-0.265988178,0.107512282,0.462238055,0.127374124,4.764397458,5.238385542,0.14709975,0.498504708,-1.495514125,3.195333458,4.995766605,6.156244467,-1.668706,2.622354,1.015946,0.17493,-0.750264,-0.372565,-0.517397,0.297292,0.02637,-0.176526,0.068764,0.158897,0.029146,0.380515727,0.079204507
1.40E+18,296.3524108,FALSE,7.186409,144.707372,57.31593254,2.524732053,4.898632986,149.651463,12.23321147,0,111,0.085870199,0.13962634,0.224798408,0.149400184,0.259704993,0.525693171,0.354054655,0.564064925,5.271074375,0.506676917,0,0.14709975,-2.092085333,0.596571208,5.671070984,0.796402562,-1.654685,2.614852,1.022007,0.177626,-0.746044,-0.37236,-0.5227,0.263953,0.033339,-0.12553,0.050996,0.08022,0.078677,0.303091101,0.099509554
1.40E+18,308.9797458,FALSE,7.1839542,145.6308705,57.91465997,2.514576975,5.084286001,155.5997972,12.47396478,0,111,0.122173048,0.036302848,0.224798408,0,0.352556509,0.092851516,0.435610686,0.099696042,7.690048042,2.418973667,0.604743417,0.604743417,-4.004382083,1.91229675,8.691238655,3.142296463,-1.642377,2.609966,1.024072,0.185288,-0.745485,-0.368074,-0.523873,0.230559,0.033394,-0.073528,0.052002,0.009993,0.070227,0.242205861,0.093547842
1.40E+18,325.7774856,FALSE,7.1856413,146.2620983,58.5386493,2.498556083,5.050701948,156.1509128,12.49603588,0,111,0.110304809,0.011868239,0.117984257,0.10681415,0.376991118,0.02443461,0.410133806,0.110214191,7.959730917,0.269682875,0.302371708,0.302371708,-2.950167208,1.054214875,8.494246963,1.129392096,-1.631497,2.607483,1.022486,0.193906,-0.74542,-0.36287,-0.524477,0.206758,0.023801,-0.027537,0.045991,-0.070963,0.080956,0.220324543,0.096101684
1.40E+18,327.0781679,FALSE,7.184224,146.8615442,58.93454815,2.491943161,5.165931821,160.4727269,12.66778303,0,111,0.081681409,0.0286234,0.101229097,0.016755161,0.411897703,0.034906585,0.431947799,0.048150847,7.951558708,0.008172208,0.065377667,0.236994042,-3.072750333,0.122583125,8.524866846,0.266944907,-1.621682,2.607066,1.017416,0.201605,-0.745623,-0.357809,-0.524762,0.189505,0.017253,0.007301,0.034838,-0.137327,0.066364,0.234145584,0.076912501
1.40E+18,336.6874335,FALSE,7.182626,147.3073055,59.21269795,2.487765473,5.21449849,164.3370058,12.81939959,0,111,0.056548668,0.025132741,0.066322512,0.034906585,0.255516202,0.156381501,0.269972141,0.162189082,7.20788775,0.743670958,-0.629260042,0.694637708,-2.329079375,0.743670958,7.600935781,1.260402529,-1.612679,2.608243,1.008964,0.207996,-0.745672,-0.353395,-0.525189,0.172985,0.01652,0.037852,0.030551,-0.198318,0.060991,0.265869542,0.070186723
1.40E+18,343.3303904,FALSE,7.186773,147.5963763,59.26896222,2.490281098,5.276477311,165.8994287,12.88019521,0,111,0.0286234,0.027925268,-0.016755161,0.083077672,0.198269403,0.057246799,0.201024353,0.104684843,7.886181042,0.678293292,-0.122583125,0.506676917,-2.59876225,0.269682875,8.304242487,0.888556211,-1.604452,2.610811,0.99705,0.212639,-0.745983,-0.349947,-0.525197,0.158926,0.014059,0.066939,0.029087,-0.269686,0.071368,0.320107547,0.078339648
1.40E+18,350.2423482,FALSE,7.1924806,147.4415365,59.11497285,2.494148764,5.291691773,170.855392,13.07116644,0,111,0.013264502,0.015358897,0.00837758,0.025132741,0.140324472,0.057944931,0.141198755,0.065001273,7.003582542,0.8825985,-0.367749375,0.24516625,-2.116601958,0.482160292,7.325668015,1.03516431,-1.596939,2.614796,0.982229,0.214592,-0.746054,-0.348206,-0.525458,0.145218,0.013708,0.09717,0.030231,-0.323712,0.054026,0.367858309,0.063408448
1.40E+18,337.748275,FALSE,7.18149,143.3754017,57.95879588,2.473747074,5.261273583,168.0721403,12.96426397,0,111,-0.040491639,0.053756141,0.039793507,0.031415927,-0.044680429,0.185004901,0.072245669,0.195201169,7.40402075,0.400438208,-0.269682875,0.0980665,-2.141118583,0.024516625,7.712110017,0.412999833,-1.590117,2.620097,0.964655,0.214313,-0.745819,-0.347939,-0.526083,0.132047,0.013171,0.115366,0.018196,-0.373427,0.049715,0.412545087,0.05455411
